192685286260000,0.362787
192760000011000,0.35106
192760636614000,0.357575
192761272871000,0.359412
192761909656000,0.360722
192762505967000,0.363638
192768569565000,0
192769256065000,0.370941
192769927826000,0.36574
192770569451000,0.340713
192771190415000,0.659441
192771906999000,0.644781
192774007367000,0.321608
192778952938000,0.322213
192779349048000,0.342333
192779821172000,0.357009
192782792043000,0.362278
192783423630000,0.362982
192784064852000,0.377796
192784676070000,0.381498
192785332636000,0.388119
192785989089000,0.77629
192786631249000,0.393267
192787522286000,0.763059
192793671774000,0.380415
192794458351000,0.371752
192795100063000,0.375601
192795812499000,0
192796488341000,0
192797134190000,0.379335
192805659824000,0.382021
192806380155000,0.372368
192807047094000,0.732648
192807778817000,0.360628
192809177139000,0.359187
192809843090000,0.356119
192812014227000,0.362191
192821586216000,0.371425
192891404137000,0.372446
192899517903000,0
192900139402000,0
192901543547000,0
192902259496000,0.377777
192902915290000,0.751297
192905586782000,0.376784
192906232759000,0
192906909670000,0.375247
192908749265000,0.366182
192909379744000,0.367901
192910011821000,0.367799
192911340903000,0.365975
192912016591000,0.362882
192914337694000,0.36108
192915008881000,0.360078
192915634542000,0.362083
192916236072000,0.366497
192916882366000,0
192924500713000,0
192925131139000,0.375151
192925818018000,0.748222
192926484496000,0.362909
192927162021000,0.361453
192928648984000,0.356192
192991152031000,0.703377
193003971577000,0.347303
193049158929000,0.350371
193165071930000,0.346154
193170213705000,0.356181
193265088947000,0.365129
193819226744000,0.37134
193833063785000,0.377664
193833669812000,0
193834361370000,0
193835058044000,0.363254
193835705306000,0.364997
193836351501000,0.736217
193836962186000,0.737806
193876403172000,0.37152
193877074733000,0.363164
193877751708000,0.354372
193878422767000,0.346695
193879044159000,0.345717
193879685842000,0.686814
193880268058000,0.689615
193880833857000,0.692735
193881389726000,0.346786
193881971164000,0.35469
193882552092000,0.357892
193883153882000,0.719946
193884637123000,1.08079
193885198634000,0.71368
193885975005000,0.671
193886633113000,0.680272
193887248784000,0.692144
193887844466000,0.702782
193888395888000,0.716611
193888826785000,0.743866
193889553564000,0.358544
193890280865000,0.350931
193890961610000,0.345947
193891597948000,0
193892204519000,0.665473
193892751121000,0.337579
193893353398000,0.337212
193893948728000,0.334905
193894459394000,0
193894966016000,0
193895567248000,0
193896158883000,0
193896710925000,0
193897296278000,0
193897857444000,0
193898428949000,0
193899010277000,0
193899582689000,0
193900153375000,0
193900713952000,0
193901280436000,0
193901846841000,0
193902418029000,0
193903000324000,0
193903591015000,0
193904176654000,0
193904753406000,0
193905314937000,0
193905897478000,0.334997
193906453063000,0.338558
193907018695000,0.339293
193907574601000,0.341909
193908126447000,0
193908692765000,0
193909285028000,0
193909855562000,0
193910436312000,0
193911007905000,0.34427
193911563913000,0.348696
193912140438000,0.348656
193912702624000,0.698836
193913298196000,0.345554
193913884440000,0.343756
193914481025000,0.682714
193915062072000,0.34103
193915649391000,0.340217
193916225291000,0.340697
193916806039000,0
193917397466000,0
193917974016000,0
193918555058000,0
193919132556000,0
193919727751000,0
193920304227000,0
193920890585000,0
193921467167000,0
193922044688000,0
193922620055000,0
193923190554000,0
193923772309000,0
193924353449000,0
193924940027000,0
193925532163000,0
193926112826000,0
193926693752000,0
193927255332000,0
193927836649000,0
193928383968000,0.339696
193928949829000,0.681106
193929515335000,0.681908
193930081918000,0.680985
193930648155000,0.338706
193931234344000,0.337332
193931816603000,0
193932387372000,0.341817
193932962858000,0.685882
193933534881000,0.685777
193934120972000,0.68206
